NPA,2011,2014,2015,2016,2017,2018,2019,2021,2022,2023,2011 Raw,2014 Raw,2015 Raw,2016 Raw,2017 Raw,2018 Raw,2019 Raw,2021 Raw,2022 Raw,2023 Raw
391,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
392,"52.6%","52.9%","52.8%","54.2%","30.5%","28.6%","28.9%","28.9%","28.9%","29.7%","2,121","2,133","2,160","2,217","1,259","1,187","1,115","1,111","1,110","1,158"
393,"56.2%","55.4%","53.5%","51.4%","62.2%","64.6%","73.9%","74%","75.9%","76%","1,643","1,622","1,502","1,378","1,655","1,714","2,862","2,864","3,135","3,185"
394,"0%","25.2%","25.7%","25.7%","25.6%","34%","26.5%","26.8%","26.4%","26.7%","0","362","371","371","369","490","377","383","383","383"
395,"18%","22.4%","22.3%","22.4%","22.4%","43%","44.1%","31.9%","31.9%","29.7%","117","149","148","148","149","402","406","406","406","393"
396,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
397,"99.7%","42.5%","41.7%","43.9%","94.1%","3.7%","9.4%","9.4%","9.4%","9.4%","919","391","453","495","1,061","42","104","104","104","104"
398,"0.6%","0%","0%","0%","0.5%","0%","0%","0%","0%","0%","2","0","0","0","2","0","0","0","0","0"
399,"74.5%","0%","53.9%","52.8%","56%","58.6%","48.2%","48.2%","48.2%","48.2%","767","0","558","558","608","642","399","399","399","399"
400,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
401,"8%","7.3%","7.3%","7.3%","7.3%","8%","7.2%","7.2%","5.7%","5.8%","66","60","60","60","60","66","59","59","59","60"
402,"8%","6.9%","6.8%","6.8%","1%","2.1%","0.8%","0%","0%","0%","46","40","39","39","6","12","5","0","0","0"
403,"14%","7.2%","11.5%","11.6%","11.5%","12.8%","23.5%","26.6%","26.5%","27.1%","85","47","78","80","81","95","205","245","245","256"
404,"55.6%","62.7%","62.7%","62.5%","67.4%","57.6%","67.7%","67.7%","66.9%","69.6%","472","533","532","533","574","490","563","567","560","636"
405,"0%","0%","0%","0%","0.7%","0.5%","0.8%","0.8%","0.8%","0.8%","0","0","0","0","10","7","11","11","11","11"
406,"13.1%","19.3%","17.2%","16.9%","16.8%","24%","22.6%","22.6%","27.2%","26.1%","103","158","146","146","155","256","227","227","274","274"
407,"19.4%","25.2%","25%","25%","23.1%","20.7%","22%","21.6%","26.5%","28.4%","136","177","177","179","168","153","162","159","208","232"
408,"36.1%","35.6%","35.9%","36%","36.2%","39.1%","39.5%","39.6%","39.9%","38.9%","371","379","385","385","389","422","448","452","458","459"
409,"0%","29.1%","29.5%","29.8%","29.8%","27.9%","31%","31.1%","31.2%","31%","0","301","308","311","314","298","335","338","337","337"
410,"20.5%","0%","0%","0%","20.4%","0.1%","0%","0%","0%","0.1%","203","0","0","0","204","1","0","0","0","1"
411,"0%","0%","0%","0%","0%","0%","0.2%","0.2%","0.2%","0.1%","0","0","0","0","0","0","1","1","1","1"
412,"0%","0%","0%","0%","0%","0%","0%","0%","0%","5.5%","0","0","0","0","0","0","0","0","0","25"
413,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
416,"100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","893","893","893","893","893","893","722","722","722","729"
417,"41.9%","50.8%","50.8%","46%","41.8%","37.5%","36.4%","35.9%","35.9%","35.6%","273","331","331","331","331","308","333","331","345","350"
418,"36%","0%","31%","31%","31%","36.6%","30.9%","30.9%","30.9%","32.7%","422","0","363","363","363","429","363","363","363","394"
419,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
420,"16.5%","34.7%","34.1%","33.8%","34.6%","33.4%","33%","33%","32.9%","33.3%","176","377","377","377","386","373","380","380","380","380"
421,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
422,"3.4%","3.8%","2.7%","2.7%","10%","22.5%","25.9%","25.1%","25.9%","26.2%","20","22","22","22","88","234","354","343","355","365"
423,"3.4%","4.1%","4.1%","3.9%","6%","2.6%","4.3%","4%","3.7%","2.3%","24","30","30","30","50","24","48","48","48","30"
424,"43.2%","43.1%","42.8%","42.9%","57.8%","42.8%","42.9%","43.1%","43%","42.3%","335","333","332","333","450","337","333","333","332","333"
425,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
426,"61.7%","69.2%","69.2%","69.2%","69.3%","61.9%","69%","69%","69%","69%","500","560","560","560","560","501","558","559","559","559"
428,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
430,"74.9%","32.5%","31.9%","32.8%","33.9%","34.4%","29.3%","29.3%","29.3%","29.3%","969","495","495","526","558","601","601","601","601","601"
431,"0%","0.1%","0.1%","0.1%","0.1%","0%","0.1%","0.1%","0.1%","0.1%","0","1","1","1","1","0","1","1","1","1"
432,"0%","0%","0%","0%","10.3%","0%","0%","0%","0%","0%","0","0","0","0","95","0","0","0","0","0"
433,"0.3%","0.3%","0.3%","0.3%","0.3%","0.3%","0.3%","0.3%","0.3%","0%","1","1","1","1","1","1","1","1","1","0"
434,"13.5%","12.7%","12.5%","12.4%","0%","0%","8.3%","0%","7%","14.2%","124","130","135","138","0","0","115","0","114","282"
435,"2.7%","3.9%","0.4%","0.4%","0.4%","0.4%","0.4%","0.4%","0.4%","0.4%","6","9","1","1","1","1","1","1","1","1"
436,"46.2%","38.8%","33.7%","33.8%","33.7%","46.9%","33.7%","33.7%","33.7%","33.7%","279","234","203","204","204","284","203","203","203","203"
437,"0%","1.2%","1.1%","1%","1%","21%","0.5%","0.4%","0.5%","0.4%","0","14","14","14","14","341","13","13","17","13"
438,"41.5%","42.5%","41.2%","40%","61.6%","51.5%","52.8%","48.3%","47.2%","45.9%","170","287","332","368","682","708","1,040","1,040","1,037","1,047"
442,"46.6%","50.7%","36.9%","36.6%","35.7%","28.3%","32.6%","32.6%","32.6%","32.6%","334","364","268","268","268","218","267","267","267","267"
443,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
444,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
445,"16.8%","18.8%","18.7%","18.8%","18.8%","16.4%","18.8%","0.4%","18.8%","18.8%","171","192","191","192","192","167","191","4","192","192"
446,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
447,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
448,"0%","2.1%","47.4%","45.5%","45.1%","40.5%","44.7%","44.1%","44.7%","45.3%","0","31","728","728","735","684","753","744","753","796"
449,"0%","18.5%","18.6%","18.4%","18.4%","19.5%","24.8%","24.5%","24.8%","24.5%","0","173","175","171","173","188","259","256","259","259"
450,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
451,"0%","0.2%","0.2%","0.1%","0.1%","0.1%","0.1%","0%","0.1%","1.7%","0","2","2","2","2","2","2","0","2","40"
452,"0%","21.1%","21.1%","21.4%","19.4%","23.3%","14.7%","13.2%","12%","14%","0","128","127","129","117","141","107","118","127","153"
453,"54%","55.7%","55.7%","55.7%","56.1%","54.4%","57.6%","58.7%","60.5%","60.3%","496","511","511","510","514","497","540","564","609","607"
454,"6.1%","10.6%","11.5%","11.5%","11.8%","10.4%","11.7%","10.8%","10.8%","10.3%","33","57","62","62","64","56","63","59","59","58"
455,"19.8%","16.7%","16.7%","16.8%","13%","17.9%","17.5%","14.8%","16.1%","15.8%","149","126","126","127","111","136","133","113","125","126"
456,"90.5%","33.2%","32.6%","32.5%","44.4%","43.3%","87.7%","89.9%","90.1%","90.2%","181","183","178","178","177","177","228","284","292","293"
457,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
458,"2%","0.3%","0.3%","0.3%","9.1%","7.4%","9.1%","9.2%","9.4%","9.4%","8","1","1","1","36","29","36","36","36","36"
459,"9.5%","12.7%","12.7%","12.7%","12.7%","10.5%","12.7%","12.6%","12.2%","11.9%","93","124","124","124","124","102","123","124","124","125"
460,"0%","0%","0%","0%","0%","0%","0%","43.6%","58.6%","43.1%","0","0","0","0","0","0","0","657","657","658"
462,"0%","0.5%","0.5%","0.5%","0.3%","9%","0.7%","0%","0.7%","0.6%","0","4","4","4","3","84","8","0","10","10"
463,"0%","37%","37.1%","37.1%","40.9%","6.4%","72.3%","72.1%","70.4%","73.8%","0","374","374","374","440","69","1,723","1,717","1,676","1,731"
464,"13.5%","9.7%","9.7%","9.6%","19.7%","32.3%","21%","20.9%","20.9%","19.5%","165","123","123","122","282","527","523","523","523","491"
465,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
466,"6.5%","4.9%","4.8%","4.8%","4.8%","6.3%","4.6%","4.5%","3.7%","3.5%","61","46","46","46","46","61","46","46","40","40"
467,"26.2%","40.4%","40.4%","40.3%","40.3%","24%","40.4%","28.5%","28.5%","27.5%","178","287","287","287","287","171","287","287","287","277"
468,"0%","17.2%","17%","15.1%","15.1%","0%","0%","0%","0%","0%","0","15","15","13","13","0","0","0","0","0"
469,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
470,"5.4%","15.2%","15.5%","15.5%","15.5%","9.3%","16.1%","16.1%","16.1%","16.1%","56","157","159","159","160","98","170","170","170","170"
471,"43.9%","84.9%","85%","85%","84.9%","79.7%","87.3%","87.3%","87.3%","87%","558","1,082","1,080","1,079","1,080","1,247","1,365","1,366","1,374","1,374"
472,"0%","2.1%","2%","2%","1.8%","3%","2.3%","2.4%","2.4%","2.3%","0","11","11","11","10","17","13","14","14","14"
473,"0%","79.2%","79.5%","79.2%","79.2%","54.9%","44.9%","44.9%","44.2%","42.5%","0","814","828","822","832","597","492","493","494","495"
474,"50.6%","60.6%","60.7%","60.7%","60.7%","58.4%","60.4%","60.3%","60.3%","72.1%","579","695","698","698","701","676","703","703","704","880"
475,"0%","13%","12.9%","12.9%","12.3%","0%","0%","0%","0%","0%","0","107","109","109","108","0","0","0","0","0"
476,"78.9%","66.5%","67.6%","67.4%","62.9%","72.4%","74.7%","76.6%","77.9%","59.1%","5,954","5,039","5,435","5,615","5,614","7,019","8,698","9,621","10,745","8,459"
