NPA,2011,2013,2015,2016,2020,2022,2023,2011 Raw,2013 Raw,2015 Raw,2016 Raw,2020 Raw,2022 Raw,2023 Raw
71,"8","4","9","5","3","11","5","119","53","133","76","45","157","76"
72,"1","1","2","1","1","2","1","6","9","23","6","15","35","24"
73,"20","5","8","2","6","3","7","202","50","83","23","77","50","116"
74,"2","0","4","1","1","9","3","12","2","32","5","6","70","23"
75,"0","0","1","0","0","0","0","0","1","5","1","1","4","6"
76,"7","3","2","0","1","1","4","56","32","20","2","13","18","71"
77,"4","10","4","2","1","2","2","79","209","82","43","28","50","44"
78,"13","8","5","1","1","5","8","105","69","45","10","7","57","90"
79,"1","0","2","1","1","3","1","10","2","8","4","5","17","8"
80,"1","0","--","0","1","1","0","11","1","0","1","10","13","5"
81,"13","4","22","20","4","11","4","59","17","99","92","18","58","23"
