NPA,2011,2013,2015,2016,2017,2018,2020,2021,2022,2023,2011 Raw,2013 Raw,2015 Raw,2016 Raw,2017 Raw,2018 Raw,2020 Raw,2021 Raw,2022 Raw,2023 Raw
243,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
244,"0%","0%","0%","0%","0%","55.3%","0%","0%","0%","0%","0","0","0","0","0","383","0","0","0","0"
245,"0%","0%","0%","0%","0%","0%","0.3%","0%","0%","0%","0","0","0","0","0","0","2","0","0","0"
246,"55.5%","55.4%","55.4%","55.4%","55.4%","58.4%","81.3%","81.3%","55.5%","58.4%","669","668","668","668","668","703","977","977","667","703"
247,"100%","79.5%","79.5%","100%","100%","100%","100%","100%","100%","100%","454","361","360","453","453","453","458","458","458","455"
248,"72%","72%","72%","72%","72%","73%","99.4%","99.4%","52.4%","76.3%","602","602","602","602","602","610","630","630","332","598"
249,"100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","531","531","531","531","531","531","522","522","522","520"
250,"26.5%","26.4%","26.4%","26.4%","0%","3.9%","4%","4%","0%","10%","178","178","178","178","0","26","27","27","0","33"
251,"12.2%","11.7%","11.3%","11.2%","0%","0%","0%","0%","0%","0%","74","75","75","75","0","0","0","0","0","0"
252,"14.6%","14.3%","9%","14%","0%","9%","3.4%","3.3%","18.5%","9%","50","49","31","48","0","31","12","12","67","31"
253,"32.9%","32.9%","32.9%","32.9%","32.9%","18.7%","32.7%","32.7%","40.9%","18.9%","284","285","285","285","285","162","320","320","400","163"
254,"90%","90%","89.7%","51.8%","47.3%","45.7%","63.1%","91.3%","92.4%","85.8%","297","296","295","295","295","298","471","975","1,031","628"
255,"67.9%","68.1%","68.1%","68.1%","45.2%","10.3%","8.1%","44.3%","46.1%","10.4%","837","839","839","839","557","147","116","638","673","148"
256,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
257,"67.6%","71.5%","72.5%","72.5%","75.5%","68.2%","65.2%","65.1%","77.2%","69.1%","849","1,021","1,058","1,055","1,235","1,162","1,340","1,340","1,589","1,207"
258,"7.3%","7.2%","7.2%","7.1%","6%","5%","0%","0%","4.8%","5%","74","73","73","73","64","56","0","0","65","53"
259,"57%","56.9%","56.8%","56.8%","56.8%","3.7%","56%","42.1%","9.5%","45%","559","559","557","557","557","36","607","457","103","444"
260,"8.3%","8.3%","8.2%","8.1%","8.1%","8.1%","7.8%","7.8%","7.1%","7.6%","104","104","103","102","102","101","109","109","100","95"
261,"1%","1%","1%","1%","0%","0%","0%","0%","0%","0%","9","9","9","9","0","0","0","0","0","0"
262,"16.9%","16.9%","16.9%","16.9%","16.9%","18.9%","21.1%","20.9%","16.8%","18.8%","208","208","208","208","208","233","261","261","210","232"
263,"23.3%","22.1%","21.7%","21.7%","21.5%","20.5%","25.1%","25.1%","21.9%","20%","222","229","228","230","229","220","275","275","240","213"
264,"90.1%","88.1%","86.8%","50.2%","0.1%","84.4%","61%","61%","52.1%","84.6%","825","833","838","489","1","840","607","607","518","838"
265,"23.8%","23.8%","23.8%","23.6%","0%","0%","0%","0%","0%","0%","130","130","130","129","0","0","0","0","0","0"
266,"25.4%","25.5%","25.2%","25.2%","23.9%","22.9%","23.3%","23.3%","22.7%","23.8%","269","268","266","266","266","262","271","271","263","262"
267,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
268,"35%","34.9%","40.4%","40.4%","29.2%","40.1%","28.2%","28.1%","28.9%","40.1%","243","243","281","281","203","279","197","197","203","280"
269,"51.9%","52%","45.4%","45.4%","45.1%","52.5%","53.2%","53.3%","44.1%","53%","623","624","547","547","546","642","660","660","547","644"
270,"100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","598","598","598","598","598","598","598","598","598","598"
271,"4.2%","20.1%","20.1%","20.1%","20%","24.9%","12.1%","12.1%","20.9%","25.3%","19","90","90","90","89","111","54","54","93","112"
272,"41%","41%","41%","41%","41%","41%","100%","41%","41%","45%","320","320","320","320","320","320","780","320","320","377"
273,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
274,"100%","48%","48%","48%","48%","100%","100%","52%","100%","100%","554","266","266","266","266","554","554","288","554","555"
275,"44.7%","44.7%","44.7%","43.5%","0.6%","45%","13.1%","13%","49.6%","45.6%","400","400","400","389","5","403","117","116","444","403"
276,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
277,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
278,"42.1%","44%","35.2%","39%","2.6%","95.8%","99.2%","99.3%","47.6%","96.1%","354","375","300","332","22","816","862","954","482","901"
279,"56.9%","67.5%","67.4%","10.6%","10.6%","85.5%","90%","90%","10.6%","85.5%","495","587","586","92","92","744","783","783","92","744"
280,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
281,"0%","99.8%","99.8%","99.8%","99.8%","99.8%","100%","100%","100%","100%","0","481","481","481","481","481","586","654","654","481"
282,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
283,"30.5%","30.5%","30.4%","30.4%","30.3%","0%","29.2%","0%","0%","23.1%","322","321","319","319","319","0","308","0","0","241"
284,"0.7%","0.7%","0%","0%","0%","58.2%","67.9%","67%","66.1%","59.9%","2","2","0","0","0","409","892","925","982","444"
285,"--","--","--","--","--","--","--","--","0%","0%","0","0","0","0","0","0","0","0","0","0"
286,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
287,"100%","100%","100%","99.9%","99.9%","99.9%","99.9%","85.1%","99.9%","99.9%","1,177","1,232","1,232","1,214","1,213","1,234","1,424","1,215","1,426","1,462"
288,"23.1%","23.1%","24.2%","14.1%","14%","13%","12.3%","61.1%","31.2%","14.5%","225","225","240","140","139","130","123","762","389","128"
289,"8.4%","8.4%","8.4%","8.3%","8.2%","24.3%","20.7%","21.2%","25.6%","18.5%","108","108","108","108","108","331","368","394","638","256"
290,"6.9%","4.1%","4.1%","3.9%","4.1%","7.5%","38.4%","0.8%","22.7%","3.4%","16","17","17","16","17","19","124","8","340","5"
291,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
292,"0%","0%","20.9%","21.3%","22.2%","0%","0%","0%","0%","34%","0","0","87","87","90","0","0","0","0","146"
293,"0%","0%","0%","0%","0%","0%","1.1%","1.1%","0%","1.3%","0","0","0","0","0","0","4","4","0","4"
294,"0%","0%","0%","0%","0%","25.1%","24.4%","24.2%","0%","25.2%","0","0","0","0","0","119","117","117","0","118"
295,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
296,"2.1%","2%","1.3%","1.2%","1%","0%","1%","1%","0.7%","17.3%","10","10","7","7","7","0","9","9","6","111"
297,"84.8%","85.3%","85.3%","85.3%","85.3%","86.7%","74%","74%","86%","86.7%","128","128","128","128","128","130","111","111","129","130"
298,"100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","799","798","798","798","798","798","798","798","798","827"
299,"33.7%","33.3%","32.8%","32.3%","30.9%","0%","0%","0%","0%","0%","383","383","382","382","387","0","0","0","0","0"
300,"100%","100%","100%","100%","98.8%","100%","100%","100%","99.8%","100%","573","576","576","576","569","576","570","570","569","568"
301,"0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0","0","0","0","0","0","0","0","0","0"
302,"2.2%","24.4%","24.4%","47.1%","47.1%","23.2%","22.9%","22.9%","47.1%","23.4%","27","294","294","567","567","280","276","276","567","282"
