NPA,2013,2015,2016,2017,2018,2022,2023,2025
370,"2","2","2","2","2","2","2","2"
371,"2","2","2","2","2","2","2","2"
372,"2","1","1","1","1","2","2","2"
373,"2","2","2","2","2","2","2","2"
374,"2","2","2","2","2","2","2","2"
375,"2","2","2","2","2","2","2","2"
376,"1","1","1","1","1","1","1","1"
377,"1","1","1","1","1","2","2","2"
378,"2","2","2","2","2","2","2","2"
379,"1","1","1","1","1","1","2","1"
380,"1","1","1","1","1","1","1","1"
381,"2","2","2","2","2","2","2","2"
382,"2","2","2","2","2","2","2","2"
383,"2","2","2","2","2","2","2","2"
385,"1","1","1","1","1","2","2","2"
386,"2","2","2","2","2","2","2","2"
387,"2","2","1","1","1","2","2","2"
388,"2","2","2","2","2","2","2","2"
389,"2","2","2","2","2","2","2","2"
390,"2","2","2","2","2","2","2","2"
391,"2","2","2","2","2","2","2","2"
392,"2","2","2","2","2","2","2","2"
393,"2","2","2","2","2","2","2","2"
394,"2","2","2","2","2","2","2","2"
395,"--","1","1","1","1","--","--","2"
396,"--","1","1","1","1","--","--","1"
397,"--","1","1","1","1","--","--","1"
398,"--","1","1","1","1","--","--","2"
399,"--","2","1","1","1","--","--","2"
400,"--","1","1","1","1","--","--","2"
401,"--","1","1","1","1","--","--","1"
402,"--","1","1","1","1","--","--","1"
403,"--","1","1","1","1","--","--","1"
404,"--","1","1","1","1","--","--","1"
405,"--","2","1","1","1","--","--","1"
406,"--","1","1","1","1","--","--","1"
407,"--","1","1","1","1","--","--","1"
408,"--","2","2","2","2","--","--","1"
409,"--","1","1","1","1","--","--","1"
410,"--","2","2","2","2","--","--","2"
411,"--","2","2","2","2","--","--","2"
412,"--","1","2","2","2","--","--","1"
413,"--","1","2","1","1","--","--","1"
416,"--","1","2","2","2","--","--","1"
417,"--","1","2","2","2","--","--","1"
418,"--","1","2","2","2","--","--","1"
419,"--","1","2","2","2","--","--","1"
420,"--","1","2","2","2","--","--","1"
421,"--","1","2","2","2","--","--","1"
422,"--","1","2","1","1","--","--","2"
423,"--","1","1","1","1","--","--","1"
424,"--","1","1","1","1","--","--","1"
425,"--","1","1","1","1","--","--","1"
426,"--","1","1","1","1","--","--","1"
428,"--","1","1","1","1","--","--","1"
430,"--","2","2","2","2","--","--","1"
431,"--","1","1","1","1","--","--","1"
432,"--","1","1","1","1","--","--","1"
433,"--","2","1","1","1","--","--","1"
434,"--","1","1","1","1","--","--","1"
435,"--","2","2","2","2","--","--","2"
436,"--","1","1","1","1","--","--","1"
437,"--","1","1","1","1","--","--","1"
438,"--","2","1","1","1","--","--","1"
442,"--","1","1","1","1","--","--","2"
443,"--","2","1","1","1","--","--","1"
444,"--","1","1","1","1","--","--","2"
445,"--","1","1","1","1","--","--","1"
446,"--","1","1","1","1","--","--","2"
447,"--","1","2","1","1","--","--","1"
448,"--","1","1","1","1","--","--","1"
449,"--","1","1","1","1","--","--","1"
450,"--","1","1","1","1","--","--","1"
451,"--","1","1","1","1","--","--","1"
452,"--","1","1","1","1","--","--","1"
453,"--","1","1","1","1","--","--","1"
454,"--","1","1","1","1","--","--","1"
455,"--","1","1","1","1","--","--","1"
456,"--","1","1","1","1","--","--","1"
457,"--","1","1","1","1","--","--","1"
458,"--","1","1","1","1","--","--","2"
459,"--","1","1","1","1","--","--","1"
460,"--","1","1","1","1","--","--","1"
462,"--","1","1","1","1","--","--","1"
463,"--","1","1","1","1","--","--","1"
464,"--","1","1","1","1","--","--","1"
465,"--","1","1","1","1","--","--","1"
466,"--","1","1","1","1","--","--","1"
467,"--","1","1","1","1","--","--","1"
468,"--","1","1","1","1","--","--","2"
469,"--","1","1","1","1","--","--","1"
470,"--","1","1","1","1","--","--","1"
471,"--","2","1","1","1","--","--","1"
472,"--","2","1","1","1","--","--","2"
473,"--","1","1","1","1","--","--","1"
474,"--","1","1","1","1","--","--","2"
475,"--","2","1","1","1","--","--","1"
476,"2","2","2","2","2","3","3","2"
